,Location,Total_2007,MultiFamily(2)_2007,MultiFamily(3to4)_2007,MultiFamily(5)_2007,MultiFamily(all)_2007,SingleFamily_2007,Total_2008,MultiFamily(2)_2008,MultiFamily(3to4)_2008,MultiFamily(5)_2008,MultiFamily(all)_2008,SingleFamily_2008,Total_2009,MultiFamily(2)_2009,MultiFamily(3to4)_2009,MultiFamily(5)_2009,MultiFamily(all)_2009,SingleFamily_2009,Total_2010,MultiFamily(2)_2010,MultiFamily(3to4)_2010,MultiFamily(5)_2010,MultiFamily(all)_2010,SingleFamily_2010,Total_2011,MultiFamily(2)_2011,MultiFamily(3to4)_2011,MultiFamily(5)_2011,MultiFamily(all)_2011,SingleFamily_2011,Total_2012,MultiFamily(2)_2012,MultiFamily(3to4)_2012,MultiFamily(5)_2012,MultiFamily(all)_2012,SingleFamily_2012,Total_2013,MultiFamily(2)_2013,MultiFamily(3to4)_2013,MultiFamily(5)_2013,MultiFamily(all)_2013,SingleFamily_2013
359,Portola,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,Portola Valley Town,10.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,9.0
361,Poway,24.0,0.0,0.0,0.0,0.0,24.0,53.0,0.0,0.0,0.0,0.0,53.0,48.0,0.0,0.0,0.0,0.0,48.0,91.0,0.0,8.0,69.0,77.0,14.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,18.0,0.0,0.0,0.0,0.0,18.0
362,Rancho Cordova,575.0,2.0,0.0,0.0,2.0,573.0,377.0,0.0,0.0,0.0,0.0,377.0,305.0,0.0,0.0,0.0,0.0,305.0,205.0,0.0,0.0,18.0,18.0,187.0,148.0,0.0,0.0,0.0,0.0,148.0,215.0,0.0,0.0,0.0,0.0,215.0,437.0,2.0,0.0,106.0,108.0,329.0
363,Rancho Cucamonga,750.0,0.0,113.0,54.0,167.0,583.0,443.0,0.0,16.0,268.0,284.0,159.0,682.0,6.0,0.0,390.0,396.0,286.0,155.0,0.0,0.0,0.0,0.0,155.0,376.0,16.0,0.0,176.0,192.0,184.0,251.0,0.0,0.0,0.0,0.0,251.0,661.0,118.0,13.0,198.0,329.0,332.0
364,Rancho Mirage,62.0,0.0,0.0,0.0,0.0,62.0,18.0,0.0,0.0,0.0,0.0,18.0,6.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,16.0,0.0,0.0,0.0,0.0,16.0,43.0,0.0,0.0,0.0,0.0,43.0
365,Rancho Palos Verdes,19.0,0.0,0.0,0.0,0.0,19.0,12.0,0.0,0.0,0.0,0.0,12.0,9.0,0.0,0.0,0.0,0.0,9.0,73.0,0.0,0.0,68.0,68.0,5.0,15.0,0.0,0.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,9.0
366,Rancho Santa Margarita,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,66.0,66.0,34.0,40.0,0.0,0.0,0.0,0.0,40.0
367,Red Bluff,39.0,0.0,12.0,0.0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,29.0,25.0,0.0,0.0,0.0,0.0,25.0,21.0,0.0,0.0,0.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0,21.0
368,Redding,379.0,6.0,0.0,140.0,146.0,233.0,285.0,0.0,16.0,77.0,93.0,192.0,115.0,8.0,12.0,0.0,20.0,95.0,156.0,52.0,9.0,21.0,82.0,74.0,72.0,2.0,13.0,26.0,41.0,31.0,132.0,2.0,11.0,0.0,13.0,119.0,108.0,0.0,0.0,0.0,0.0,108.0
369,Redlands,133.0,0.0,0.0,0.0,0.0,133.0,180.0,10.0,8.0,71.0,89.0,91.0,4.0,0.0,0.0,0.0,0.0,4.0,15.0,0.0,4.0,7.0,11.0,4.0,34.0,0.0,0.0,0.0,0.0,34.0,17.0,0.0,0.0,17.0,17.0,0.0,96.0,0.0,0.0,85.0,85.0,11.0
370,Redondo Beach,149.0,0.0,0.0,0.0,0.0,149.0,87.0,0.0,0.0,0.0,0.0,87.0,34.0,0.0,0.0,0.0,0.0,34.0,45.0,0.0,0.0,0.0,0.0,45.0,58.0,0.0,0.0,0.0,0.0,58.0,67.0,0.0,0.0,0.0,0.0,67.0,70.0,0.0,0.0,0.0,0.0,70.0
371,Redwood City,35.0,0.0,0.0,5.0,5.0,30.0,17.0,0.0,0.0,0.0,0.0,17.0,146.0,2.0,0.0,103.0,105.0,41.0,46.0,0.0,0.0,0.0,0.0,46.0,116.0,0.0,0.0,34.0,34.0,82.0,380.0,0.0,0.0,287.0,287.0,93.0,392.0,0.0,3.0,379.0,382.0,10.0
372,Reedley,157.0,0.0,0.0,0.0,0.0,157.0,61.0,0.0,0.0,0.0,0.0,61.0,106.0,0.0,0.0,16.0,16.0,90.0,93.0,0.0,0.0,85.0,85.0,8.0,16.0,0.0,0.0,16.0,16.0,0.0,39.0,0.0,0.0,16.0,16.0,23.0,123.0,0.0,0.0,108.0,108.0,15.0
373,Rialto,230.0,4.0,21.0,156.0,181.0,49.0,29.0,2.0,4.0,0.0,6.0,23.0,26.0,0.0,0.0,0.0,0.0,26.0,141.0,0.0,0.0,75.0,75.0,66.0,82.0,0.0,0.0,75.0,75.0,7.0,16.0,0.0,0.0,0.0,0.0,16.0,69.0,0.0,0.0,0.0,0.0,69.0
374,Richmond,282.0,0.0,3.0,164.0,167.0,115.0,182.0,0.0,3.0,120.0,123.0,59.0,99.0,0.0,0.0,56.0,56.0,43.0,129.0,0.0,0.0,82.0,82.0,47.0,98.0,0.0,0.0,71.0,71.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,Ridgecrest,128.0,0.0,0.0,80.0,80.0,48.0,92.0,0.0,0.0,63.0,63.0,29.0,36.0,0.0,0.0,0.0,0.0,36.0,38.0,0.0,0.0,0.0,0.0,38.0,51.0,0.0,0.0,0.0,0.0,51.0,63.0,0.0,0.0,32.0,32.0,31.0,8.0,0.0,0.0,0.0,0.0,8.0
376,Rio Dell,5.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,4.0,15.0,0.0,4.0,0.0,4.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,3.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0
377,Rio Vista,170.0,0.0,0.0,0.0,0.0,170.0,79.0,0.0,0.0,0.0,0.0,79.0,35.0,0.0,0.0,0.0,0.0,35.0,20.0,0.0,0.0,0.0,0.0,20.0,28.0,0.0,0.0,0.0,0.0,28.0,58.0,0.0,0.0,0.0,0.0,58.0,125.0,0.0,0.0,0.0,0.0,125.0
378,Ripon,123.0,0.0,0.0,35.0,35.0,88.0,107.0,0.0,4.0,42.0,46.0,61.0,11.0,0.0,0.0,0.0,0.0,11.0,15.0,0.0,0.0,0.0,0.0,15.0,21.0,0.0,0.0,0.0,0.0,21.0,26.0,0.0,0.0,0.0,0.0,26.0,31.0,0.0,0.0,0.0,0.0,31.0
379,Riverbank,129.0,0.0,0.0,0.0,0.0,129.0,46.0,0.0,0.0,0.0,0.0,46.0,86.0,0.0,0.0,65.0,65.0,21.0,85.0,0.0,0.0,65.0,65.0,20.0,5.0,0.0,0.0,0.0,0.0,5.0,21.0,0.0,0.0,20.0,20.0,1.0,11.0,0.0,0.0,0.0,0.0,11.0
380,Riverside,934.0,2.0,0.0,590.0,592.0,342.0,285.0,0.0,0.0,216.0,216.0,69.0,79.0,0.0,0.0,23.0,23.0,56.0,373.0,0.0,0.0,266.0,266.0,107.0,279.0,0.0,20.0,216.0,236.0,43.0,358.0,0.0,0.0,168.0,168.0,190.0,121.0,0.0,0.0,51.0,51.0,70.0
381,Riverside County Unincorporated Area,3864.0,6.0,3.0,324.0,333.0,3531.0,2281.0,4.0,7.0,422.0,433.0,1848.0,1415.0,0.0,7.0,350.0,357.0,1058.0,1321.0,0.0,0.0,0.0,0.0,1321.0,716.0,0.0,0.0,164.0,164.0,552.0,764.0,0.0,0.0,16.0,16.0,748.0,815.0,0.0,0.0,89.0,89.0,726.0
382,Rocklin,251.0,0.0,0.0,0.0,0.0,251.0,178.0,0.0,0.0,0.0,0.0,178.0,336.0,0.0,0.0,156.0,156.0,180.0,137.0,0.0,4.0,12.0,16.0,121.0,82.0,0.0,0.0,0.0,0.0,82.0,129.0,0.0,34.0,21.0,55.0,74.0,122.0,0.0,3.0,0.0,3.0,119.0
383,Rohnert Park,24.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0,0.0,0.0,244.0,244.0,0.0
384,Rolling Hills,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
385,Rolling Hills Estates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
386,Rosemead,79.0,0.0,0.0,16.0,16.0,63.0,30.0,0.0,0.0,8.0,8.0,22.0,37.0,0.0,7.0,0.0,7.0,30.0,19.0,0.0,0.0,0.0,0.0,19.0,12.0,0.0,0.0,0.0,0.0,12.0,16.0,0.0,6.0,0.0,6.0,10.0,6.0,0.0,0.0,0.0,0.0,6.0
387,Roseville,1153.0,0.0,8.0,95.0,103.0,1050.0,984.0,0.0,0.0,308.0,308.0,676.0,602.0,0.0,0.0,0.0,0.0,602.0,635.0,0.0,0.0,0.0,0.0,635.0,411.0,0.0,0.0,0.0,0.0,411.0,663.0,0.0,0.0,0.0,0.0,663.0,535.0,0.0,0.0,0.0,0.0,535.0
388,Ross Town,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
389,Sacramento,1973.0,8.0,40.0,588.0,636.0,1337.0,1475.0,2.0,7.0,532.0,541.0,934.0,253.0,0.0,34.0,20.0,54.0,199.0,191.0,0.0,15.0,81.0,96.0,95.0,295.0,0.0,0.0,234.0,234.0,61.0,400.0,2.0,0.0,256.0,258.0,142.0,259.0,14.0,7.0,6.0,27.0,232.0
390,Sacramento County Unincorporated Area,564.0,20.0,6.0,13.0,39.0,525.0,245.0,6.0,9.0,5.0,20.0,225.0,113.0,0.0,0.0,0.0,0.0,113.0,181.0,0.0,0.0,0.0,0.0,181.0,201.0,0.0,0.0,0.0,0.0,201.0,323.0,0.0,0.0,0.0,0.0,323.0,415.0,0.0,0.0,0.0,0.0,415.0
391,Salinas,244.0,2.0,0.0,170.0,172.0,72.0,92.0,2.0,8.0,58.0,68.0,24.0,37.0,0.0,0.0,18.0,18.0,19.0,139.0,0.0,16.0,88.0,104.0,35.0,25.0,0.0,8.0,10.0,18.0,7.0,13.0,2.0,0.0,0.0,2.0,11.0,59.0,2.0,3.0,51.0,56.0,3.0
392,San Anselmo Town,18.0,0.0,0.0,8.0,8.0,10.0,4.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,3.0
393,San Benito County Unincorporated Area,28.0,0.0,0.0,0.0,0.0,28.0,19.0,0.0,0.0,0.0,0.0,19.0,5.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,3.0,21.0,0.0,0.0,0.0,0.0,21.0
394,San Bernardino,249.0,0.0,0.0,90.0,90.0,159.0,21.0,0.0,0.0,0.0,0.0,21.0,11.0,0.0,0.0,0.0,0.0,11.0,86.0,0.0,0.0,80.0,80.0,6.0,24.0,0.0,0.0,0.0,0.0,24.0,23.0,0.0,0.0,0.0,0.0,23.0,38.0,0.0,0.0,0.0,0.0,38.0
395,San Bernardino County Unincorporated Area,1236.0,0.0,0.0,0.0,0.0,1236.0,546.0,0.0,0.0,0.0,0.0,546.0,210.0,0.0,0.0,0.0,0.0,210.0,248.0,0.0,0.0,0.0,0.0,248.0,177.0,0.0,0.0,0.0,0.0,177.0,207.0,0.0,0.0,0.0,0.0,207.0,469.0,16.0,0.0,0.0,16.0,453.0
396,San Bruno,73.0,0.0,0.0,0.0,0.0,73.0,358.0,0.0,0.0,350.0,350.0,8.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,15.0,19.0,0.0,0.0,0.0,0.0,19.0,13.0,0.0,0.0,0.0,0.0,13.0
397,San Buenaventura,405.0,38.0,45.0,172.0,255.0,150.0,125.0,8.0,3.0,50.0,61.0,64.0,9.0,0.0,0.0,0.0,0.0,9.0,175.0,0.0,4.0,153.0,157.0,18.0,199.0,0.0,0.0,78.0,78.0,121.0,2.0,2.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0
398,San Carlos,42.0,0.0,0.0,18.0,18.0,24.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,6.0,18.0,0.0,0.0,0.0,0.0,18.0
399,San Clemente,149.0,0.0,0.0,0.0,0.0,149.0,38.0,0.0,0.0,0.0,0.0,38.0,41.0,0.0,0.0,8.0,8.0,33.0,47.0,2.0,0.0,0.0,2.0,45.0,13.0,0.0,0.0,0.0,0.0,13.0,10.0,0.0,0.0,0.0,0.0,10.0,88.0,2.0,0.0,76.0,78.0,10.0
400,San Diego,3760.0,130.0,144.0,2738.0,3012.0,748.0,2505.0,50.0,51.0,1763.0,1864.0,641.0,1135.0,20.0,16.0,725.0,761.0,374.0,1076.0,16.0,102.0,401.0,519.0,557.0,2692.0,32.0,23.0,2186.0,2241.0,451.0,3083.0,46.0,83.0,2419.0,2548.0,535.0,5308.0,62.0,47.0,4378.0,4487.0,821.0
401,San Diego County Unincorporated Area,1050.0,0.0,14.0,60.0,74.0,976.0,1025.0,0.0,0.0,242.0,242.0,783.0,515.0,0.0,0.0,0.0,0.0,515.0,655.0,0.0,0.0,232.0,232.0,423.0,474.0,0.0,0.0,0.0,0.0,474.0,324.0,0.0,0.0,0.0,0.0,324.0,545.0,0.0,8.0,12.0,20.0,525.0
402,San Dimas,5.0,0.0,0.0,0.0,0.0,5.0,27.0,0.0,0.0,0.0,0.0,27.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,8.0,211.0,0.0,0.0,156.0,156.0,55.0
403,San Fernando,49.0,2.0,13.0,22.0,37.0,12.0,4.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,83.0,0.0,0.0,82.0,82.0,1.0,80.0,0.0,0.0,80.0,80.0,0.0
404,San Francisco,2475.0,86.0,72.0,2262.0,2420.0,55.0,2295.0,60.0,19.0,2159.0,2238.0,57.0,300.0,30.0,25.0,228.0,283.0,17.0,779.0,10.0,14.0,733.0,757.0,22.0,1818.0,20.0,31.0,1736.0,1787.0,31.0,3089.0,34.0,19.0,3014.0,3067.0,22.0,4474.0,38.0,32.0,4350.0,4420.0,54.0
405,San Gabriel,44.0,0.0,8.0,19.0,27.0,17.0,10.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,11.0,9.0,0.0,0.0,0.0,0.0,9.0,12.0,0.0,0.0,0.0,0.0,12.0,16.0,0.0,0.0,0.0,0.0,16.0
406,San Jacinto,358.0,2.0,0.0,80.0,82.0,276.0,14.0,0.0,0.0,0.0,0.0,14.0,9.0,0.0,0.0,0.0,0.0,9.0,38.0,0.0,0.0,0.0,0.0,38.0,13.0,0.0,0.0,0.0,0.0,13.0,43.0,0.0,0.0,0.0,0.0,43.0,35.0,0.0,0.0,0.0,0.0,35.0
407,San Joaquin,51.0,0.0,46.0,0.0,46.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,San Joaquin County Unincorporated Area,795.0,0.0,11.0,48.0,59.0,736.0,227.0,0.0,0.0,0.0,0.0,227.0,126.0,0.0,0.0,0.0,0.0,126.0,157.0,4.0,0.0,8.0,12.0,145.0,241.0,0.0,0.0,0.0,0.0,241.0,433.0,0.0,0.0,0.0,0.0,433.0,464.0,2.0,0.0,0.0,2.0,462.0
409,San Jose,1942.0,26.0,24.0,1567.0,1617.0,325.0,1769.0,6.0,38.0,1511.0,1555.0,214.0,269.0,14.0,7.0,217.0,238.0,31.0,2422.0,4.0,16.0,2328.0,2348.0,74.0,1045.0,2.0,0.0,960.0,962.0,83.0,3498.0,8.0,27.0,3277.0,3312.0,186.0,3703.0,8.0,45.0,3376.0,3429.0,274.0
410,San Juan Bautista,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
411,San Juan Capistrano,89.0,0.0,0.0,0.0,0.0,89.0,54.0,8.0,0.0,38.0,46.0,8.0,12.0,4.0,0.0,0.0,4.0,8.0,26.0,0.0,0.0,0.0,0.0,26.0,14.0,0.0,0.0,0.0,0.0,14.0,101.0,0.0,0.0,0.0,0.0,101.0,102.0,0.0,0.0,0.0,0.0,102.0
412,San Leandro,32.0,2.0,0.0,11.0,13.0,19.0,8.0,0.0,0.0,0.0,0.0,8.0,54.0,0.0,0.0,51.0,51.0,3.0,7.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,2.0
413,San Luis Obispo,73.0,18.0,7.0,0.0,25.0,48.0,96.0,12.0,3.0,12.0,27.0,69.0,38.0,6.0,3.0,0.0,9.0,29.0,65.0,2.0,7.0,47.0,56.0,9.0,26.0,0.0,18.0,0.0,18.0,8.0,101.0,6.0,7.0,57.0,70.0,31.0,75.0,6.0,4.0,8.0,18.0,57.0
414,San Luis Obispo County Unincorporated Area,736.0,0.0,0.0,226.0,226.0,510.0,479.0,4.0,0.0,112.0,116.0,363.0,261.0,10.0,4.0,48.0,62.0,199.0,251.0,4.0,3.0,11.0,18.0,233.0,163.0,0.0,0.0,0.0,0.0,163.0,187.0,0.0,0.0,0.0,0.0,187.0,297.0,0.0,0.0,0.0,0.0,297.0
415,San Marcos,273.0,26.0,11.0,16.0,53.0,220.0,54.0,0.0,0.0,0.0,0.0,54.0,152.0,2.0,0.0,103.0,105.0,47.0,120.0,18.0,0.0,29.0,47.0,73.0,407.0,14.0,6.0,224.0,244.0,163.0,561.0,40.0,24.0,342.0,406.0,155.0,816.0,8.0,0.0,523.0,531.0,285.0
416,San Marino,2.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,8.0
417,San Mateo,11.0,0.0,0.0,0.0,0.0,11.0,18.0,0.0,0.0,0.0,0.0,18.0,95.0,0.0,3.0,68.0,71.0,24.0,2.0,0.0,0.0,0.0,0.0,2.0,26.0,2.0,7.0,12.0,21.0,5.0,220.0,0.0,13.0,177.0,190.0,30.0,211.0,0.0,0.0,108.0,108.0,103.0
418,San Mateo County Unincorporated Area,209.0,0.0,0.0,0.0,0.0,209.0,206.0,0.0,0.0,119.0,119.0,87.0,53.0,0.0,0.0,0.0,0.0,53.0,51.0,0.0,0.0,0.0,0.0,51.0,44.0,0.0,0.0,0.0,0.0,44.0,51.0,0.0,0.0,0.0,0.0,51.0,55.0,0.0,0.0,0.0,0.0,55.0
419,San Pablo,49.0,0.0,0.0,0.0,0.0,49.0,28.0,0.0,0.0,8.0,8.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,4.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
420,San Rafael,4.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,84.0,0.0,0.0,82.0,82.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
421,San Ramon,76.0,0.0,0.0,0.0,0.0,76.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,28.0,0.0,0.0,28.0,28.0,0.0
422,Sand City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
423,Sanger,72.0,0.0,0.0,0.0,0.0,72.0,44.0,0.0,0.0,0.0,0.0,44.0,31.0,0.0,0.0,0.0,0.0,31.0,33.0,0.0,0.0,0.0,0.0,33.0,3.0,0.0,0.0,0.0,0.0,3.0,15.0,0.0,0.0,0.0,0.0,15.0,18.0,0.0,0.0,0.0,0.0,18.0
424,Santa Ana,99.0,0.0,0.0,0.0,0.0,99.0,13.0,0.0,0.0,0.0,0.0,13.0,7.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,8.0,167.0,6.0,9.0,110.0,125.0,42.0,382.0,0.0,14.0,354.0,368.0,14.0,20.0,0.0,0.0,0.0,0.0,20.0
425,Santa Barbara,92.0,8.0,6.0,46.0,60.0,32.0,63.0,4.0,3.0,37.0,44.0,19.0,39.0,2.0,3.0,18.0,23.0,16.0,39.0,2.0,3.0,16.0,21.0,18.0,45.0,4.0,6.0,20.0,30.0,15.0,53.0,0.0,0.0,43.0,43.0,10.0,46.0,2.0,0.0,19.0,21.0,25.0
426,Santa Barbara County Unincorporated Area,191.0,2.0,0.0,0.0,2.0,189.0,199.0,0.0,0.0,69.0,69.0,130.0,129.0,0.0,4.0,7.0,11.0,118.0,203.0,2.0,10.0,0.0,12.0,191.0,125.0,2.0,3.0,33.0,38.0,87.0,175.0,2.0,8.0,56.0,66.0,109.0,198.0,8.0,4.0,0.0,12.0,186.0
427,Santa Clara,90.0,0.0,0.0,5.0,5.0,85.0,535.0,2.0,0.0,490.0,492.0,43.0,69.0,0.0,0.0,60.0,60.0,9.0,33.0,0.0,0.0,15.0,15.0,18.0,161.0,0.0,20.0,107.0,127.0,34.0,126.0,0.0,11.0,66.0,77.0,49.0,496.0,0.0,0.0,422.0,422.0,74.0
428,Santa Clara County Unincorporated Area,83.0,2.0,0.0,0.0,2.0,81.0,54.0,0.0,0.0,0.0,0.0,54.0,102.0,10.0,0.0,0.0,10.0,92.0,21.0,0.0,0.0,0.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0,21.0,49.0,2.0,0.0,0.0,2.0,47.0,325.0,0.0,0.0,270.0,270.0,55.0
429,Santa Clarita,222.0,0.0,19.0,5.0,24.0,198.0,141.0,4.0,27.0,0.0,31.0,110.0,91.0,0.0,9.0,21.0,30.0,61.0,118.0,0.0,0.0,20.0,20.0,98.0,80.0,0.0,0.0,0.0,0.0,80.0,94.0,0.0,0.0,0.0,0.0,94.0,307.0,0.0,0.0,0.0,0.0,307.0
430,Santa Cruz,417.0,12.0,3.0,342.0,357.0,60.0,77.0,0.0,0.0,30.0,30.0,47.0,20.0,0.0,0.0,0.0,0.0,20.0,41.0,2.0,4.0,17.0,23.0,18.0,19.0,0.0,0.0,0.0,0.0,19.0,47.0,2.0,0.0,0.0,2.0,45.0,75.0,0.0,7.0,19.0,26.0,49.0
431,Santa Cruz County Unincorporated Area,119.0,0.0,0.0,0.0,0.0,119.0,131.0,4.0,3.0,0.0,7.0,124.0,78.0,0.0,0.0,0.0,0.0,78.0,67.0,0.0,0.0,0.0,0.0,67.0,136.0,2.0,22.0,66.0,90.0,46.0,127.0,0.0,8.0,32.0,40.0,87.0,135.0,0.0,10.0,45.0,55.0,80.0
432,Santa Fe Springs,66.0,0.0,0.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,44.0,57.0,0.0,0.0,0.0,0.0,57.0,52.0,0.0,0.0,0.0,0.0,52.0,72.0,0.0,0.0,0.0,0.0,72.0,115.0,0.0,0.0,0.0,0.0,115.0
433,Santa Maria,317.0,10.0,18.0,143.0,171.0,146.0,28.0,6.0,0.0,0.0,6.0,22.0,11.0,0.0,3.0,0.0,3.0,8.0,153.0,6.0,7.0,125.0,138.0,15.0,42.0,4.0,0.0,16.0,20.0,22.0,38.0,2.0,0.0,0.0,2.0,36.0,61.0,2.0,0.0,0.0,2.0,59.0
